date,lat,lon,log_CI_cells_mL,bloom
2016-06-10,44.67810570958355,-122.19169226682271,8.749823353377373,0
2016-06-10,44.67810570958355,-122.19513425235763,8.749823353377373,0
2016-06-10,44.68498968065339,-122.19857623789257,8.749823353377373,0
2016-06-10,44.69187365172321,-122.20890219449734,8.749823353377373,0
2016-06-10,44.69187365172321,-122.21234418003226,8.749823353377373,0
2016-06-10,44.69187365172321,-122.21578616556718,8.749823353377373,0
2016-06-10,44.69187365172322,-122.2054602089624,10.960305042651656,1
2016-06-10,44.69187365172322,-122.20890219449733,10.54583972591273,1
2016-06-10,44.69187365172322,-122.21234418003225,9.882695219130444,1
2016-06-10,44.69187365172322,-122.21578616556717,8.749823353377373,0
2016-06-10,44.69531563725813,-122.19857623789258,8.749823353377373,0
2016-06-10,44.69531563725813,-122.2020182234275,8.749823353377373,0
2016-06-10,44.69531563725813,-122.20546020896242,8.749823353377373,0
2016-06-10,44.69531563725813,-122.20890219449734,8.749823353377373,0
2016-06-10,44.69531563725814,-122.19857623789257,11.043198105999442,1
2016-06-10,44.69531563725814,-122.20201822342749,11.319508317158729,1
2016-06-10,44.69531563725814,-122.2054602089624,9.910326240246372,1
2016-06-10,44.69531563725814,-122.20890219449733,10.683994831492372,1
2016-06-10,44.69531563725814,-122.21234418003225,9.247181733464087,1
2016-06-10,44.69531563725814,-122.21578616556717,9.247181733464087,1
2016-06-10,44.69531563725814,-122.21922815110209,8.749823353377373,0
2016-06-10,44.69531563725814,-122.222670136637,8.749823353377373,0
2016-06-10,44.69531563725814,-122.22611212217193,8.749823353377373,0
2016-06-10,44.69875762279305,-122.19169226682276,8.749823353377373,0
2016-06-10,44.69875762279305,-122.19513425235766,8.749823353377373,0
2016-06-10,44.69875762279305,-122.19857623789258,8.749823353377373,0
2016-06-10,44.69875762279305,-122.2020182234275,8.749823353377373,0
2016-06-10,44.69875762279305,-122.20546020896242,8.749823353377373,0
2016-06-10,44.69875762279306,-122.19169226682271,12.176069971752513,1
2016-06-10,44.69875762279306,-122.19513425235763,11.0984601482313,1
2016-06-10,44.69875762279306,-122.19857623789257,9.799802155782658,1
2016-06-10,44.69875762279306,-122.20201822342749,9.689278071318943,1
2016-06-10,44.69875762279306,-122.2054602089624,9.689278071318943,1
2016-06-10,44.69875762279306,-122.22611212217193,11.402401380506515,1
2016-06-10,44.69875762279306,-122.22955410770685,11.402401380506515,1
2016-06-10,44.69875762279306,-122.23299609324177,11.402401380506515,1
2016-06-10,44.69875762279306,-122.23643807877669,11.623449549433943,1
2016-06-10,44.69875762279306,-122.24332204984653,8.749823353377373,0
2016-06-10,44.69875762279306,-122.24676403538145,8.749823353377373,0
2016-06-10,44.70219960832797,-122.18825028128784,8.749823353377373,0
2016-06-10,44.70219960832797,-122.19169226682276,8.749823353377373,0
2016-06-10,44.70219960832797,-122.19513425235766,8.749823353377373,0
2016-06-10,44.70219960832797,-122.19857623789258,8.749823353377373,0
2016-06-10,44.70219960832797,-122.23643807877669,8.749823353377373,0
2016-06-10,44.70219960832797,-122.2398800643116,8.749823353377373,0
2016-06-10,44.70219960832798,-122.18825028128782,11.512925464970229,1
2016-06-10,44.70219960832798,-122.19169226682271,8.749823353377373,0
2016-06-10,44.70219960832798,-122.19513425235763,8.749823353377373,0
2016-06-10,44.70219960832798,-122.19857623789257,8.749823353377373,0
2016-06-10,44.70219960832798,-122.23299609324177,11.043198105999442,1
2016-06-10,44.70219960832798,-122.23643807877669,8.749823353377373,0
2016-06-10,44.70219960832798,-122.2398800643116,8.749823353377373,0
2016-06-10,44.705641593862886,-122.181366310218,8.749823353377373,0
2016-06-10,44.705641593862886,-122.18480829575292,8.749823353377373,0
2016-06-10,44.705641593862886,-122.18825028128784,8.749823353377373,0
2016-06-10,44.705641593862886,-122.19169226682276,8.749823353377373,0
2016-06-10,44.705641593862886,-122.19513425235766,8.749823353377373,0
2016-06-10,44.705641593862886,-122.23643807877669,8.749823353377373,0
